MJD,Seconds of Day,Azimuth,Elevation
60380.38216435211,33019.502929,10.0,0.0
60380.38216435211,33019.602929,9.823321554770319,0.09422850412249706
60380.38216435211,33019.702929,9.646643109540635,0.18845700824499412
60380.38216435211,33019.802929,9.469964664310954,0.2826855123674912
60380.38216435211,33019.902929,9.293286219081272,0.37691401648998824
60380.38217592612,33020.002929,9.116607773851591,0.4711425206124853
60380.38217592612,33020.102929,8.939929328621908,0.5653710247349824
60380.38217592612,33020.202929,8.763250883392226,0.6595995288574794
60380.38217592612,33020.302929,8.586572438162545,0.7538280329799765
60380.38217592612,33020.402929,8.409893992932862,0.8480565371024735
60380.38217592612,33020.502929,8.23321554770318,0.9422850412249706
60380.38217592612,33020.602929,8.056537102473499,1.0365135453474676
60380.38217592612,33020.702929,7.879858657243816,1.1307420494699647
60380.38217592612,33020.802929,7.703180212014134,1.2249705535924618
60380.38217592612,33020.902929,7.5265017667844525,1.3191990577149588
60380.38218750013,33021.002929,7.34982332155477,1.4134275618374559
60380.38218750013,33021.102929,7.173144876325088,1.507656065959953
60380.38218750013,33021.202929,6.996466431095406,1.60188457008245
60380.38218750013,33021.302929,6.819787985865725,1.696113074204947
60380.38218750013,33021.402929,6.643109540636042,1.7903415783274441
60380.38218750013,33021.502929,6.46643109540636,1.8845700824499412
60380.38218750013,33021.602929,6.289752650176679,1.9787985865724382
60380.38218750013,33021.702929,6.113074204946996,2.0730270906949353
60380.38218750013,33021.802929,5.936395759717314,2.1672555948174326
60380.38218750013,33021.902929,5.759717314487633,2.2614840989399294
60380.38219907414,33022.002929,5.58303886925795,2.3557126030624262
60380.38219907414,33022.102929,5.406360424028269,2.4499411071849235
60380.38219907414,33022.202929,5.229681978798586,2.544169611307421
60380.38219907414,33022.302929,5.053003533568904,2.6383981154299176
60380.38219907414,33022.402929,4.876325088339223,2.7326266195524145
60380.38219907414,33022.502929,4.69964664310954,2.8268551236749118
60380.38219907414,33022.602929,4.522968197879859,2.921083627797409
60380.38219907414,33022.702929,4.3462897526501765,3.015312131919906
60380.38219907414,33022.802929,4.169611307420494,3.1095406360424027
60380.38219907414,33022.902929,3.9929328621908127,3.2037691401649
60380.38221064815,33023.002929,3.8162544169611303,3.2979976442873973
60380.38221064815,33023.102929,3.639575971731449,3.392226148409894
60380.38221064815,33023.202929,3.4628975265017665,3.486454652532391
60380.38221064815,33023.302929,3.286219081272084,3.5806831566548882
60380.38221064815,33023.402929,3.1095406360424027,3.6749116607773855
60380.38221064815,33023.502929,2.9328621908127204,3.7691401648998824
60380.38221064815,33023.602929,2.756183745583039,3.863368669022379
60380.38221064815,33023.702929,2.5795053003533566,3.9575971731448765
60380.38221064815,33023.802929,2.402826855123674,4.051825677267374
60380.38221064815,33023.902929,2.2261484098939928,4.146054181389871
60380.382222222164,33024.002929,2.0494699646643104,4.240282685512367
60380.382222222164,33024.102929,1.872791519434628,4.334511189634865
60380.382222222164,33024.202929,1.6961130742049466,4.428739693757362
60380.382222222164,33024.302929,1.5194346289752652,4.522968197879859
60380.382222222164,33024.402929,1.342756183745582,4.617196702002356
60380.382222222164,33024.502929,1.1660777385159005,4.7114252061248525
60380.382222222164,33024.602929,0.989399293286219,4.80565371024735
60380.382222222164,33024.702929,0.8127208480565375,4.899882214369847
60380.382222222164,33024.802929,0.6360424028268543,4.994110718492344
60380.382222222164,33024.902929,0.45936395759717286,5.088339222614842
60380.382233796176,33025.002929,0.2826855123674914,5.1825677267373385
60380.382233796176,33025.102929,0.10600706713780816,5.276796230859835
60380.382233796176,33025.202929,-0.0706713780918733,5.371024734982332
60380.382233796176,33025.302929,-0.24734982332155475,5.465253239104829
60380.382233796176,33025.402929,-0.424028268551238,5.559481743227327
60380.382233796176,33025.502929,-0.6007067137809194,5.6537102473498235
60380.382233796176,33025.602929,-0.7773851590106009,5.74793875147232
60380.382233796176,33025.702929,-0.9540636042402824,5.842167255594818
60380.382233796176,33025.802929,-1.1307420494699656,5.936395759717315
60380.382233796176,33025.902929,-1.307420494699647,6.030624263839812
60380.38224537065,33026.002929,-1.4840989399293285,6.124852767962309
60380.38224537065,33026.102929,-1.6607773851590117,6.219081272084805
60380.38224537065,33026.202929,-1.8374558303886932,6.313309776207303
60380.38224537065,33026.302929,-2.0141342756183747,6.4075382803298
60380.38224537065,33026.402929,-2.190812720848056,6.501766784452297
60380.38224537065,33026.502929,-2.3674911660777394,6.595995288574795
60380.38224537065,33026.602929,-2.544169611307421,6.690223792697291
60380.38224537065,33026.702929,-2.7208480565371023,6.784452296819788
60380.38224537065,33026.802929,-2.8975265017667855,6.878680800942285
60380.38224537065,33026.902929,-3.074204946996467,6.972909305064782
60380.382256944664,33027.002929,-3.2508833922261484,7.06713780918728
60380.382256944664,33027.102929,-3.4275618374558317,7.1613663133097765
60380.382256944664,33027.202929,-3.604240282685513,7.255594817432273
60380.382256944664,33027.302929,-3.7809187279151946,7.349823321554771
60380.382256944664,33027.402929,-3.957597173144876,7.444051825677268
60380.382256944664,33027.502929,-4.134275618374559,7.538280329799765
60380.382256944664,33027.602929,-4.310954063604241,7.6325088339222615
60380.382256944664,33027.702929,-4.487632508833922,7.726737338044758
60380.382256944664,33027.802929,-4.664310954063605,7.820965842167256
60380.382256944664,33027.902929,-4.840989399293287,7.915194346289753
60380.382268518675,33028.002929,-5.017667844522968,8.00942285041225
60380.382268518675,33028.102929,-5.194346289752652,8.103651354534747
60380.382268518675,33028.202929,-5.371024734982333,8.197879858657243
60380.382268518675,33028.302929,-5.5477031802120145,8.292108362779741
60380.382268518675,33028.402929,-5.724381625441696,8.386336866902239
60380.382268518675,33028.502929,-5.901060070671379,8.480565371024735
60380.382268518675,33028.602929,-6.077738515901061,8.574793875147233
60380.382268518675,33028.702929,-6.254416961130744,8.66902237926973
60380.382268518675,33028.802929,-6.4310954063604235,8.763250883392226
60380.382268518675,33028.902929,-6.607773851590107,8.857479387514724
60380.38228009269,33029.002929,-6.78445229681979,8.95170789163722
60380.38228009269,33029.102929,-6.96113074204947,9.045936395759718
60380.38228009269,33029.202929,-7.137809187279153,9.140164899882215
60380.38228009269,33029.302929,-7.314487632508836,9.234393404004711
60380.38228009269,33029.402929,-7.491166077738516,9.328621908127209
60380.38228009269,33029.502929,-7.667844522968199,9.422850412249705
60380.38228009269,33029.602929,-7.844522968197879,9.517078916372203
60380.38228009269,33029.702929,-8.021201413427562,9.6113074204947
60380.38228009269,33029.802929,-8.197879858657245,9.705535924617196
60380.38228009269,33029.902929,-8.374558303886925,9.799764428739694
60380.3822916667,33030.002929,-8.551236749116608,9.893992932862192
60380.3822916667,33030.102929,-8.727915194346291,9.988221436984688
60380.3822916667,33030.202929,-8.904593639575971,10.082449941107186
60380.3822916667,33030.302929,-9.081272084805654,10.176678445229683
60380.3822916667,33030.402929,-9.257950530035338,10.27090694935218
60380.3822916667,33030.502929,-9.434628975265017,10.365135453474677
60380.3822916667,33030.602929,-9.6113074204947,10.459363957597173
60380.3822916667,33030.702929,-9.787985865724384,10.55359246171967
60380.3822916667,33030.802929,-9.964664310954063,10.647820965842168
60380.3822916667,33030.902929,-10.141342756183747,10.742049469964664
60380.38230324071,33031.002929,-10.31802120141343,10.836277974087162
60380.38230324071,33031.102929,-10.49469964664311,10.930506478209658
60380.38230324071,33031.202929,-10.671378091872793,11.024734982332156
60380.38230324071,33031.302929,-10.848056537102476,11.118963486454653
60380.38230324071,33031.402929,-11.024734982332156,11.21319199057715
60380.38230324071,33031.502929,-11.201413427561839,11.307420494699647
60380.38230324071,33031.602929,-11.378091872791519,11.401648998822145
60380.38230324071,33031.702929,-11.554770318021202,11.49587750294464
60380.38230324071,33031.802929,-11.731448763250885,11.590106007067138
60380.38230324071,33031.902929,-11.908127208480565,11.684334511189636
60380.38231481472,33032.002929,-12.084805653710248,11.778563015312132
60380.38231481472,33032.102929,-12.261484098939931,11.87279151943463
60380.38231481472,33032.202929,-12.43816254416961,11.967020023557126
60380.38231481472,33032.302929,-12.614840989399294,12.061248527679624
60380.38231481472,33032.402929,-12.791519434628977,12.155477031802121
60380.38231481472,33032.502929,-12.968197879858657,12.249705535924617
60380.38231481472,33032.602929,-13.14487632508834,12.343934040047115
60380.38231481472,33032.702929,-13.321554770318023,12.43816254416961
60380.38231481472,33032.802929,-13.498233215547703,12.532391048292109
60380.38231481472,33032.902929,-13.674911660777386,12.626619552414606
60380.38232638873,33033.002929,-13.85159010600707,12.720848056537102
60380.38232638873,33033.102929,-14.02826855123675,12.8150765606596
60380.38232638873,33033.202929,-14.204946996466433,12.909305064782098
60380.38232638873,33033.302929,-14.381625441696112,13.003533568904594
60380.38232638873,33033.402929,-14.558303886925795,13.097762073027091
60380.38232638873,33033.502929,-14.734982332155479,13.19199057714959
60380.38232638873,33033.602929,-14.911660777385158,13.286219081272085
60380.38232638873,33033.702929,-15.088339222614842,13.380447585394583
60380.38232638873,33033.802929,-15.265017667844525,13.474676089517079
60380.38232638873,33033.902929,-15.441696113074205,13.568904593639576
60380.38233796321,33034.002929,-15.618374558303888,13.663133097762074
60380.38233796321,33034.102929,-15.795053003533571,13.75736160188457
60380.38233796321,33034.202929,-15.97173144876325,13.851590106007068
60380.38233796321,33034.302929,-16.148409893992934,13.945818610129564
60380.38233796321,33034.402929,-16.325088339222617,14.040047114252062
60380.38233796321,33034.502929,-16.501766784452297,14.13427561837456
60380.38233796321,33034.602929,-16.67844522968198,14.228504122497055
60380.38233796321,33034.702929,-16.855123674911663,14.322732626619553
60380.38233796321,33034.802929,-17.031802120141343,14.41696113074205
60380.38233796321,33034.902929,-17.208480565371026,14.511189634864547
60380.38234953722,33035.002929,-17.38515901060071,14.605418138987044
60380.38234953722,33035.102929,-17.56183745583039,14.699646643109542
60380.38234953722,33035.202929,-17.738515901060072,14.793875147232038
60380.38234953722,33035.302929,-17.915194346289752,14.888103651354536
60380.38234953722,33035.402929,-18.091872791519435,14.982332155477032
60380.38234953722,33035.502929,-18.26855123674912,15.07656065959953
60380.38234953722,33035.602929,-18.445229681978798,15.170789163722027
60380.38234953722,33035.702929,-18.62190812720848,15.265017667844523
60380.38234953722,33035.802929,-18.798586572438165,15.35924617196702
60380.38234953722,33035.902929,-18.975265017667844,15.453474676089517
60380.38236111123,33036.002929,-19.151943462897528,15.547703180212014
60380.38236111123,33036.102929,-19.32862190812721,15.641931684334512
60380.38236111123,33036.202929,-19.50530035335689,15.736160188457008
60380.38236111123,33036.302929,-19.681978798586574,15.830388692579506
60380.38236111123,33036.402929,-19.858657243816257,15.924617196702004
60380.38236111123,33036.502929,-20.035335689045937,16.0188457008245
60380.38236111123,33036.602929,-20.21201413427562,16.113074204946997
60380.38236111123,33036.702929,-20.388692579505303,16.207302709069495
60380.38236111123,33036.802929,-20.565371024734983,16.301531213191993
60380.38236111123,33036.902929,-20.742049469964666,16.395759717314487
60380.38237268524,33037.002929,-20.918727915194346,16.489988221436985
60380.38237268524,33037.102929,-21.09540636042403,16.584216725559482
60380.38237268524,33037.202929,-21.272084805653712,16.67844522968198
60380.38237268524,33037.302929,-21.448763250883392,16.772673733804478
60380.38237268524,33037.402929,-21.625441696113075,16.866902237926972
60380.38237268524,33037.502929,-21.80212014134276,16.96113074204947
60380.38237268524,33037.602929,-21.978798586572438,17.055359246171967
60380.38237268524,33037.702929,-22.15547703180212,17.149587750294465
60380.38237268524,33037.802929,-22.332155477031804,17.243816254416963
60380.38237268524,33037.902929,-22.508833922261488,17.33804475853946
60380.382384259254,33038.002929,-22.685512367491164,17.432273262661955
60380.382384259254,33038.102929,-22.862190812720847,17.526501766784452
60380.382384259254,33038.202929,-23.03886925795053,17.62073027090695
60380.382384259254,33038.302929,-23.215547703180214,17.714958775029448
60380.382384259254,33038.402929,-23.392226148409897,17.809187279151946
60380.382384259254,33038.502929,-23.56890459363958,17.90341578327444
60380.382384259254,33038.602929,-23.745583038869256,17.997644287396938
60380.382384259254,33038.702929,-23.92226148409894,18.091872791519435
60380.382384259254,33038.802929,-24.098939929328623,18.186101295641933
60380.382384259254,33038.902929,-24.275618374558306,18.28032979976443
60380.382395833265,33039.002929,-24.45229681978799,18.374558303886925
60380.382395833265,33039.102929,-24.628975265017672,18.468786808009423
60380.382395833265,33039.202929,-24.80565371024735,18.56301531213192
60380.382395833265,33039.302929,-24.98233215547703,18.657243816254418
60380.382395833265,33039.402929,-25.159010600706715,18.751472320376916
60380.382395833265,33039.502929,-25.335689045936398,18.84570082449941
60380.382395833265,33039.602929,-25.51236749116608,18.939929328621908
60380.382395833265,33039.702929,-25.689045936395758,19.034157832744405
60380.382395833265,33039.802929,-25.86572438162544,19.128386336866903
60380.382395833265,33039.902929,-26.042402826855124,19.2226148409894
