MJD,Seconds of Day,Azimuth,Elevation
60380.39401620347,34043.833856,25.0,10.0
60380.39401620347,34043.933856,23.82608695652174,10.252173913043478
60380.39402777748,34044.033856,22.652173913043477,10.504347826086956
60380.39402777748,34044.133856,21.47826086956522,10.756521739130434
60380.39402777748,34044.233856,20.304347826086957,11.008695652173913
60380.39402777748,34044.333856,19.130434782608695,11.26086956521739
60380.39402777748,34044.433856,17.956521739130434,11.513043478260869
60380.39402777748,34044.533856,16.782608695652172,11.765217391304347
60380.39402777748,34044.633856,15.608695652173912,12.017391304347825
60380.39402777748,34044.733856,14.43478260869565,12.269565217391303
60380.39402777748,34044.833856,13.26086956521739,12.521739130434781
60380.39402777748,34044.933856,12.086956521739129,12.773913043478261
60380.39403935149,34045.033856,10.913043478260867,13.02608695652174
60380.39403935149,34045.133856,9.739130434782608,13.278260869565218
60380.39403935149,34045.233856,8.565217391304348,13.530434782608696
60380.39403935149,34045.333856,7.391304347826086,13.782608695652174
60380.39403935149,34045.433856,6.217391304347824,14.034782608695652
60380.39403935149,34045.533856,5.043478260869563,14.28695652173913
60380.39403935149,34045.633856,3.869565217391301,14.539130434782608
60380.39403935149,34045.733856,2.695652173913043,14.791304347826086
60380.39403935149,34045.833856,1.5217391304347814,15.043478260869565
60380.39403935149,34045.933856,0.34782608695651973,15.295652173913044
60380.39405092597,34046.033856,-0.8260869565217419,15.547826086956523
60380.39405092597,34046.133856,-2.0000000000000036,15.8
60380.39405092597,34046.233856,-3.173913043478265,16.05217391304348
60380.39405092597,34046.333856,-4.347826086956523,16.304347826086957
60380.39405092597,34046.433856,-5.521739130434785,16.556521739130435
60380.39405092597,34046.533856,-6.695652173913047,16.808695652173913
60380.39405092597,34046.633856,-7.869565217391305,17.06086956521739
60380.39405092597,34046.733856,-9.04347826086957,17.31304347826087
60380.39405092597,34046.833856,-10.217391304347828,17.565217391304348
60380.39405092597,34046.933856,-11.391304347826093,17.817391304347826
60380.39406249998,34047.033856,-12.565217391304351,18.069565217391304
60380.39406249998,34047.133856,-13.73913043478261,18.321739130434782
60380.39406249998,34047.233856,-14.913043478260875,18.57391304347826
60380.39406249998,34047.333856,-16.086956521739133,18.82608695652174
60380.39406249998,34047.433856,-17.260869565217398,19.078260869565216
60380.39406249998,34047.533856,-18.434782608695656,19.330434782608695
60380.39406249998,34047.633856,-19.608695652173914,19.582608695652173
60380.39406249998,34047.733856,-20.78260869565218,19.83478260869565
60380.39406249998,34047.833856,-21.956521739130437,20.08695652173913
60380.39406249998,34047.933856,-23.130434782608702,20.33913043478261
60380.39407407399,34048.033856,-24.30434782608696,20.59130434782609
60380.39407407399,34048.133856,-25.47826086956522,20.843478260869567
60380.39407407399,34048.233856,-26.652173913043484,21.095652173913045
60380.39407407399,34048.333856,-27.826086956521742,21.347826086956523
60380.39407407399,34048.433856,-29.000000000000007,21.6
60380.39407407399,34048.533856,-30.173913043478265,21.85217391304348
60380.39407407399,34048.633856,-31.34782608695653,22.104347826086958
60380.39407407399,34048.733856,-32.52173913043479,22.356521739130436
60380.39407407399,34048.833856,-33.69565217391305,22.608695652173914
60380.39407407399,34048.933856,-34.86956521739131,22.860869565217392
60380.394085648004,34049.033856,-36.04347826086957,23.11304347826087
60380.394085648004,34049.133856,-37.217391304347835,23.36521739130435
